title,year,source_title,doi,rank,publisher,event,source_type,holding_publisher,title_vote_haq,title_vote_anand,title_vote_final,title_verdict,has_abstract,abstract_verdict,has_fulltext,fulltext_verdict,exclusion_reason
Teaching Cybersecurity Using the Cloud,2015,IEEE Transactions on Learning Technologies,10.1109/TLT.2015.2424692,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Hybrid keyword-field search with efficient key management for industrial internet of things,2019,IEEE Transactions on Industrial Informatics,10.1109/TII.2018.2877146,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
VSFC: Generic and Agile Verification of Service Function Chains in the Cloud,2021,IEEE/ACM Transactions on Networking,10.1109/TNET.2020.3028846,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
IBCS: Intent-Based Cloud Services for Security Applications,2020,IEEE Communications Magazine,10.1109/MCOM.001.1900476,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Cryptography-based secure data storage and sharing using HEVC and public clouds,2017,Information Sciences,10.1016/j.ins.2016.08.059,Q1,Elsevier Inc.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Blockchain-enabled multi-authorization and multi-cloud attribute-based keyword search over encrypted data in the cloud,2022,Journal of Systems Architecture,10.1016/j.sysarc.2022.102569,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Optimization of time constrained N-version programming service components with competing task execution and version corruption processes,2020,Reliability Engineering and System Safety,10.1016/j.ress.2019.106666,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
DIAVA: A Traffic-Based Framework for Detection of SQL Injection Attacks and Vulnerability Analysis of Leaked Data,2020,IEEE Transactions on Reliability,10.1109/TR.2019.2925415,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
New attribute-based authentication and its application in anonymous cloud access service,2015,International Journal of Web and Grid Services,10.1504/IJWGS.2015.067161,Q1,Inderscience Enterprises Ltd,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
The perception and usage of google drive among higher education institution students in Brunei darussalam,2021,International Journal of Asian Business and Information Management,10.4018/IJABIM.20210701.oa14,Q1,IGI Global Publishing,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
A faster outsourced medical image retrieval scheme with privacy preservation,2022,Journal of Systems Architecture,10.1016/j.sysarc.2021.102356,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Cloud Computing for Smart Grid applications,2014,Computer Networks,10.1016/j.comnet.2014.06.007,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Secured Data Collection with Hardware-Based Ciphers for IoT-Based Healthcare,2019,IEEE Internet of Things Journal,10.1109/JIOT.2018.2854714,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Strategic Trust in Cloud-Enabled Cyber-Physical Systems with an Application to Glucose Control,2017,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2017.2725224,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
SnapMig: Accelerating VM live storage migration by leveraging the existing VM snapshots in the cloud,2018,IEEE Transactions on Parallel and Distributed Systems,10.1109/TPDS.2018.2790389,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Cyber security threat modeling based on the MITRE Enterprise ATT&amp;CK Matrix,2022,Software and Systems Modeling,10.1007/s10270-021-00898-7,Q1,Springer Verlag,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Trust-based load-offloading protocol to reduce service delays in fog-computing-empowered IoT,2021,Computers and Electrical Engineering,10.1016/j.compeleceng.2021.107223,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
A Key-Policy Attribute-Based Temporary Keyword Search scheme for Secure Cloud Storage,2020,IEEE Transactions on Cloud Computing,10.1109/TCC.2018.2825983,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Toward Highly Secure Yet Efficient KNN Classification Scheme on Outsourced Cloud Data,2019,IEEE Internet of Things Journal,10.1109/JIOT.2019.2932444,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Adversarial Examples versus Cloud-Based Detectors: A Black-Box Empirical Study,2021,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2019.2943467,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Secure end-to-end processing of smart metering data,2019,Journal of Cloud Computing,10.1186/s13677-019-0141-z,Q1,Springer Science + Business Media,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Efficient searchable symmetric encryption for storing multiple source dynamic social data on cloud,2017,Journal of Network and Computer Applications,10.1016/j.jnca.2016.09.010,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
QoS-adaptive service configuration framework for cloud-assisted video surveillance systems,2016,Multimedia Tools and Applications,10.1007/s11042-015-3074-7,Q1,Springer Netherlands,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Low-Cost and Confidentiality-Preserving Multi-Image Compressed Acquisition and Separate Reconstruction for Internet of Multimedia Things,2021,IEEE Internet of Things Journal,10.1109/JIOT.2020.3015237,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Vulnerabilities and mitigation techniques toning in the cloud a cost and vulnerabilities coverage optimization approach using Cuckoo search algorithm with Lévy flights,2015,Computers and Security,10.1016/j.cose.2014.09.002,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Public integrity verification for data sharing in cloud with asynchronous revocation,2022,Digital Communications and Networks,10.1016/j.dcan.2021.02.002,Q1,Chongqing University of Posts and Telecommunications,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Federated cloud resource management: Review and discussion,2017,Journal of Network and Computer Applications,10.1016/j.jnca.2016.10.008,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
DIV: Dynamic integrity validation framework for detecting compromises on virtual machine based cloud services in real time,2014,China Communications,10.1109/CC.2014.6911084,Q1,China Institute of Communication,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
QoS-aware cloud service composition: A systematic mapping study from the perspective of computational intelligence,2019,Expert Systems with Applications,10.1016/j.eswa.2019.07.021,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Trusted Object Framework (TOF): A clustering reputation-based approach using edge computing for sharing resources among IoT smart objects,2021,Computers and Electrical Engineering,10.1016/j.compeleceng.2021.107568,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
CASTLE: Enhancing the Utility of Inequality Query Auditing Without Denial Threats,2018,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2018.2797802,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
RILaaS: Robot Inference and Learning as a Service,2020,IEEE Robotics and Automation Letters,10.1109/LRA.2020.2998414,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Data Replication and Virtual Machine Migrations to Mitigate Network Overhead in Edge Computing Systems,2017,IEEE Transactions on Sustainable Computing,10.1109/TSUSC.2017.2715662,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
CBase: Fast Virtual Machine storage data migration with a new data center structure,2019,Journal of Parallel and Distributed Computing,10.1016/j.jpdc.2018.10.001,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
A fog computing based approach to DDoS mitigation in IIoT systems,2019,Computers and Security,10.1016/j.cose.2019.04.017,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Modeling and Placement of Cloud Services with Internal Structure,2016,IEEE Transactions on Cloud Computing,10.1109/TCC.2014.2362120,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A selective privacy-preserving approach for multimedia data,2017,IEEE Multimedia,10.1109/MMUL.2017.4031322,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A secure high-order CFS algorithm on clouds for industrial internet of things,2018,IEEE Transactions on Industrial Informatics,10.1109/TII.2018.2816343,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
An Anonymous Authentication System for Pay-As-You-Go Cloud Computing*,2022,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2020.3007633,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Assessment of researches and case studies on Cloud Manufacturing: a bibliometric analysis,2021,International Journal of Advanced Manufacturing Technology,10.1007/s00170-021-07782-0,Q1,Springer London,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Utilization-prediction-aware virtual machine consolidation approach for energy-efficient cloud data centers,2020,Journal of Parallel and Distributed Computing,10.1016/j.jpdc.2019.12.014,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
A Secure Cloud Data Sharing Protocol for Enterprise Supporting Hierarchical Keyword Search,2022,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2020.3027611,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Evaluating the effectiveness of shuffle and redundancy MTD techniques in the cloud,2021,Computers and Security,10.1016/j.cose.2020.102091,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Blockchain based privacy preserving multimedia intelligent video surveillance using secure Merkle tree,2021,Multimedia Tools and Applications,10.1007/s11042-020-08776-y,Q1,Springer Netherlands,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Speedy Cloud-RSA homomorphic scheme for preserving data confidentiality in cloud computing,2019,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-018-0844-x,Q1,Springer Verlag,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
L-EncDB: A lightweight framework for privacy-preserving data queries in cloud computing,2015,Knowledge-Based Systems,10.1016/j.knosys.2014.04.010,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
A trusted feature aggregator federated learning for distributed malicious attack detection,2020,Computers and Security,10.1016/j.cose.2020.102033,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Privacy-preserving multikeyword similarity search over outsourced cloud data,2017,IEEE Systems Journal,10.1109/JSYST.2015.2402437,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
PrivacyProtector: Privacy-Protected Patient Data Collection in IoT-Based Healthcare Systems,2018,IEEE Communications Magazine,10.1109/MCOM.2018.1700364,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Toward practical privacy-preserving analytics for IoT and cloud-based healthcare systems,2018,IEEE Internet Computing,10.1109/MIC.2018.112102519,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
AI-Assisted Service Virtualization and Flow Management Framework for 6G-Enabled Cloud-Software-Defined Network-Based IoT,2022,IEEE Internet of Things Journal,10.1109/JIOT.2021.3077895,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
TEE: A virtual DRTM based execution environment for secure cloud-end computing,2015,Future Generation Computer Systems,10.1016/j.future.2014.08.005,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Cloud based image color transfer and storage in encrypted domain,2018,Multimedia Tools and Applications,10.1007/s11042-017-5580-2,Q1,Springer Netherlands,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
A Software-Defined-Networking-Enabled Approach for Edge-Cloud Computing in the Internet of Things,2021,IEEE Network,10.1109/MNET.101.2100052,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
High-performance docker integration scheme based on OpenStack,2020,World Wide Web,10.1007/s11280-020-00789-9,Q1,Springer New York,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Lightning-fast and privacy-preserving outsourced computation in the cloud,2020,Cybersecurity,10.1186/s42400-020-00057-3,Q1,SpringerOpen,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Publicly Verifiable Boolean Query over Outsourced Encrypted Data,2019,IEEE Transactions on Cloud Computing,10.1109/TCC.2017.2684811,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Control cloud data access privilege and anonymity with fully anonymous attribute-based encryption,2015,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2014.2368352,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
An efficient anonymous mutual authentication technique for providing secure communication in mobile cloud computing for smart city applications,2019,Sustainable Cities and Society,10.1016/j.scs.2019.101522,Q1,Elsevier BV,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Lightweight Sharable and Traceable Secure Mobile Health System,2020,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2017.2729556,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Energy-efficient virtual-machine mapping algorithm (EViMA) for workflow tasks with deadlines in a cloud environment,2022,Journal of Network and Computer Applications,10.1016/j.jnca.2022.103400,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Towards Service Composition Aware Virtual Machine Migration Approach in the Cloud,2020,IEEE Transactions on Services Computing,10.1109/TSC.2019.2962128,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A domain partition-based trust model for unreliable clouds,2018,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2018.2812166,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Lightweight and Expressive Fine-Grained Access Control for Healthcare Internet-of-Things,2022,IEEE Transactions on Cloud Computing,10.1109/TCC.2019.2936481,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Harnessing Encrypted Data in Cloud for Secure and Efficient Mobile Image Sharing,2017,IEEE Transactions on Mobile Computing,10.1109/TMC.2016.2595573,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
CoreKG: A Knowledge lake service,2018,Proceedings of the VLDB Endowment,10.14778/3229863.3236230,Q1,,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Secure sharing of Personal Health Records in cloud computing: Ciphertext-Policy Attribute-Based Signcryption,2015,Future Generation Computer Systems,10.1016/j.future.2014.10.014,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Security risk assessment within hybrid data centers: A case study of delay sensitive applications,2018,Journal of Information Security and Applications,10.1016/j.jisa.2018.10.008,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Reliability-Ensured Efficient Scheduling With Replication in Cloud Environment,2022,IEEE Systems Journal,10.1109/JSYST.2021.3112098,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
An Identity-Based and Revocable Data-Sharing Scheme in VANETs,2020,IEEE Transactions on Vehicular Technology,10.1109/TVT.2020.3037804,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Image enhancement in encrypted domain over cloud,2015,"ACM Transactions on Multimedia Computing, Communications and Applications",10.1145/2656205,Q1,Association for Computing Machinery (ACM),,journal,ACM,n,n,Agree - No,Irrelevant,,,,,
An intrusion detection system for connected vehicles in smart cities,2019,Ad Hoc Networks,10.1016/j.adhoc.2019.02.001,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Cloud data integrity verification scheme for associated tags,2020,Computers and Security,10.1016/j.cose.2020.101847,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Secure bidirectional proxy re-encryption for cryptographic cloud storage,2016,Pervasive and Mobile Computing,10.1016/j.pmcj.2015.06.016,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
CBAC4C: conflict-based VM isolation control for cloud computing,2022,International Transactions in Operational Research,10.1111/itor.12935,Q1,Blackwell Publishing,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Traceable Anonymous Authentication and Key Exchange Protocol for Privacy-Aware Cloud Environments,2019,IEEE Systems Journal,10.1109/JSYST.2018.2828022,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Metric selection and anomaly detection for cloud operations using log and metric correlation analysis,2018,Journal of Systems and Software,10.1016/j.jss.2017.03.012,Q1,Elsevier Inc.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Interference-Aware Online Multicomponent Service Placement in Edge Cloud Networks and its AI Application,2021,IEEE Internet of Things Journal,10.1109/JIOT.2020.3048832,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A Privacy-Preserving Image Retrieval Scheme Using Secure Local Binary Pattern in Cloud Computing,2021,IEEE Transactions on Network Science and Engineering,10.1109/TNSE.2020.3038218,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Probabilistic Consolidation of Virtual Machines in Self-Organizing Cloud Data Centers,2013,IEEE Transactions on Cloud Computing,10.1109/TCC.2013.17,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Multi-chain and data-chains partitioning algorithm in intelligent manufacturing CPS,2021,Journal of Cloud Computing,10.1186/s13677-021-00227-9,Q1,Springer Science + Business Media,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
SDN/NFV architectures for edge-cloud oriented IoT: A systematic review,2021,Computer Communications,10.1016/j.comcom.2021.01.018,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Providing secure and reliable communication for next generation networks in smart cities,2020,Sustainable Cities and Society,10.1016/j.scs.2020.102080,Q1,Elsevier BV,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Optimal design of resilient virtual networks [Invited],2015,Journal of Optical Communications and Networking,10.1364/JOCN.7.00A218,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
On the security of data access control for multiauthority cloud storage systems,2017,IEEE Transactions on Services Computing,10.1109/TSC.2015.2441698,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Machine learning based deep job exploration and secure transactions in virtual private cloud systems,2021,Computers and Security,10.1016/j.cose.2021.102379,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Enabling encrypted rich queries in distributed key-value stores,2019,IEEE Transactions on Parallel and Distributed Systems,10.1109/TPDS.2018.2885519,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Cloud based security on outsourcing using blockchain in E-health systems,2020,Computer Networks,10.1016/j.comnet.2020.107344,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Dynamic Group-Oriented Provable Data Possession in the Cloud,2021,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2019.2925800,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A novel blockchain federated safety-as-a-service scheme for industrial IoT using machine learning,2022,Multimedia Tools and Applications,10.1007/s11042-022-13503-w,Q1,Springer Netherlands,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Collision Risk Assessment Service for Connected Vehicles: Leveraging Vehicular State and Motion Uncertainties,2021,IEEE Internet of Things Journal,10.1109/JIOT.2021.3059222,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
"Cloud computing, capabilities and intercultural ethics: Implications for Africa",2017,Telecommunications Policy,10.1016/j.telpol.2017.07.006,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Searchable symmetric encryption: Designs and challenges,2017,ACM Computing Surveys,10.1145/3064005,Q1,Association for Computing Machinery (ACM),,journal,ACM,n,n,Agree - No,Irrelevant,,,,,
Privacy-Preserving Proof of Storage for the Pay-As-You-Go Business Model,2021,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2019.2931193,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Seeding the cloud: Consultancy services in the nascent field of cyber capacity building,2022,Public Administration,10.1111/padm.12773,Q1,Wiley-Blackwell Publishing Ltd,,journal,Wiley,n,n,Agree - No,Irrelevant,,,,,
A novel blockchain-based and proxy-oriented public audit scheme for low performance terminal devices,2022,Journal of Parallel and Distributed Computing,10.1016/j.jpdc.2022.06.002,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Using Identity-Based Cryptography as a Foundation for an Effective and Secure Cloud Model for E-Health,2022,Computational Intelligence and Neuroscience,10.1155/2022/7016554,Q1,Hindawi Publishing Corporation,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Distributed denial of service (DDoS) attack mitigation in software defined network (SDN)-based cloud computing environment,2019,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-018-0800-9,Q1,Springer Verlag,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Security and privacy challenges in mobile cloud computing: Survey and way ahead,2017,Journal of Network and Computer Applications,10.1016/j.jnca.2017.02.001,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Hardening the security of multi-access edge computing through bio-inspired vm introspection,2021,Big Data and Cognitive Computing,10.3390/bdcc5040052,Q1,MDPI AG,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Locked deduplication of encrypted data to counter identification attacks in cloud storage platforms,2020,Energies,10.3390/en13112742,Q1,Multidisciplinary Digital Publishing Institute (MDPI),,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Optimal defense of a distributed data storage system against hackers’ attacks,2020,Reliability Engineering and System Safety,10.1016/j.ress.2020.106790,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
A hierarchical control framework of load balancing and resource allocation of cloud computing services,2018,Computers and Electrical Engineering,10.1016/j.compeleceng.2018.03.035,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
CloudID: Trustworthy cloud-based and cross-enterprise biometric identification,2015,Expert Systems with Applications,10.1016/j.eswa.2015.06.025,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Improved TOPSIS: A multi-criteria decision making for research productivity in cloud security,2019,Computer Standards and Interfaces,10.1016/j.csi.2019.02.002,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
"IoT Based information and communication system for enhancing underground mines safety and productivity: Genesis, taxonomy and open issues",2018,Ad Hoc Networks,10.1016/j.adhoc.2018.06.008,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
A new paradigm in optical communications and networks,2013,IEEE Communications Magazine,10.1109/MCOM.2013.6476861,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A privacy-based SLA violation detection model for the security of cloud computing,2017,China Communications,10.1109/CC.2017.8068773,Q1,China Institute of Communication,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Fuzzy authorization for cloud storage,2014,IEEE Transactions on Cloud Computing,10.1109/TCC.2014.2338324,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A lightweight cloud-assisted identity-based anonymous authentication and key agreement protocol for secure wireless body area network,2021,IEEE Systems Journal,10.1109/JSYST.2020.2990749,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
An approach for detecting LDoS attack based on cloud model,2022,Frontiers of Computer Science,10.1007/s11704-022-0486-1,Q1,Higher Education Press,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
"EliMFS: Achieving Efficient, Leakage-Resilient, and Multi-Keyword Fuzzy Search on Encrypted Cloud Data",2020,IEEE Transactions on Services Computing,10.1109/TSC.2017.2765323,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A privacy-preserving protocol for efficient nighttime haze removal using cloud based automatic reference image selection and color transfer as a service,2020,Computer Communications,10.1016/j.comcom.2019.12.022,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
On service migrations in the cloud for mobile accesses: A distributed approach,2017,ACM Transactions on Autonomous and Adaptive Systems,10.1145/3050438,Q1,Association for Computing Machinery (ACM),,journal,ACM,n,n,Agree - No,Irrelevant,,,,,
Proxy-based public-key cryptosystem for secure and efficient IoT-based cloud data sharing in the smart city,2022,Multimedia Tools and Applications,10.1007/s11042-021-11685-3,Q1,Springer Netherlands,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
A survey of intrusion detection techniques in Cloud,2013,Journal of Network and Computer Applications,10.1016/j.jnca.2012.05.003,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Privacy protection based access control scheme in cloud-based services,2017,China Communications,10.1109/CC.2017.7839758,Q1,China Institute of Communication,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Assurance of Security and Privacy Requirements for Cloud Deployment Models,2018,IEEE Transactions on Cloud Computing,10.1109/TCC.2015.2511719,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Development of an agent-based model for the secondary threat resulting from a ballistic impact event,2016,Journal of Simulation,10.1057/jos.2015.1,Q1,Taylor and Francis Ltd.,,journal,Taylor&Francis,n,n,Agree - No,Irrelevant,,,,,
A Blockchain-Enabled Privacy-Preserving Verifiable Query Framework for Securing Cloud-Assisted Industrial Internet of Things Systems,2022,IEEE Transactions on Industrial Informatics,10.1109/TII.2021.3105527,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
VBTree: forward secure conjunctive queries over encrypted data for cloud computing,2019,VLDB Journal,10.1007/s00778-018-0517-6,Q1,Springer New York,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Blockchain data-based cloud data integrity protection mechanism,2020,Future Generation Computer Systems,10.1016/j.future.2019.09.028,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
